source,ruling_title,chamber,ruling_name,ruling_type,ruling_content,case_label,ecli,lodge_date,document_date,country,judge,advocate,main_subject
62005CO0418,Order of the Court (Sixth Chamber) of 7 November 2006,Sixth Chamber,  Centro Provincial de Jóvenes Agricultores de Jaén (ASAJA) and Others v Council of the European Union,Check EUR-LEX webpage,Check EUR-LEX webpage,  Case C-418/05 P,ECLI identifier: ECLI:EU:C:2006:698,21/11/2005,07/11/2006,Spain,Ó Caoimh,Kokott,AGRI
62003CO0261,Order of the Court (Fourth Chamber) of 18 November 2004,Fourth Chamber,Allevamenti Associati Srl v Regione Emilia-Romagna (C-261/03) and Latteria Sociale Moderna Soc,Check EUR-LEX webpage,Check EUR-LEX webpage,Joined cases C-261/03 and C-262/03,ECLI identifier: ECLI:EU:C:2004:729,17/06/2003,18/11/2004,Italy,Colneric,Geelhoed,AGRI
62002CO0446,Order of the Court (Third Chamber) of 30 April 2004,Third Chamber,  Hauptzollamt Hamburg-Jonas v Gouralnik & Partner GmbH,  Reference for a preliminary ruling: Bundesfinanzhof - Germany,  Article 104(3) of the Rules of Procedure - Agriculture - Common organisation of the markets - Export refunds - Inaccurate declaration - Consequences for the validity of the declaration,  Case C-446/02,ECLI identifier: ECLI:EU:C:2004:284,10/12/2002,30/04/2004,Germany,Rosas,Ruiz-Jarabo Colomer,AGRI
62002CO0381,Order of the Court (First Chamber) of 29 January 2004,First Chamber,  Association comité économique régional agricole fruits et légumes de Bretagne (Cerafel) v François Faou and GAEC de Kerlidou,  Reference for a preliminary ruling: Cour d'appel de Caen - France,  Article 104(3) of the Rules of Procedure - Agriculture - Common organisation of the markets - Fruit and vegetables - Producers' organisation - Extension of the rules governing production and marketing - Imposition of membership fees - Non-member producers,  Case C-381/02,ECLI identifier: ECLI:EU:C:2004:65,23/10/2002,29/01/2004,France,Jann,Kokott,AGRI
61989CO0104,Order of the Court (Third Chamber) of 6 January 2004,Third Chamber,  J,Check EUR-LEX webpage,Check EUR-LEX webpage,  Case C-104/89 DEP,ECLI identifier: ECLI:EU:C:2004:1,14/05/2002,06/01/2004,Netherlands; Germany,Colneric,Tizzano,AGRI
62003CO0069,Order of the Court (Second Chamber) of 8 January 2004,Second Chamber,  Caseificio Cooperativo di Cornedo Soc,Check EUR-LEX webpage,Check EUR-LEX webpage,  Case C-69/03,ECLI identifier: ECLI:EU:C:2004:14,17/02/2003,08/01/2004,Italy,Colneric,Ruiz-Jarabo Colomer,AGRI
62003CO0365,Order of the President of the Court of 21 October 2003,,  Industrias Químicas del Vallés SA v Commission of the European Communities,Check EUR-LEX webpage,Check EUR-LEX webpage,  Case C-365/03 P(R),ECLI identifier: ECLI:EU:C:2003:577,22/08/2003,21/10/2003,Spain,Puissochet,Tizzano,AGRI
62002CO0258,Order of the Court (Fifth Chamber) of 12 December 2003,Fifth Chamber,  Bactria Industriehygiene-Service Verwaltungs GmbH v Commission of the European Communities,Check EUR-LEX webpage,Check EUR-LEX webpage,  Case C-258/02 P,ECLI identifier: ECLI:EU:C:2003:675,12/07/2002,12/12/2003,Germany,Gulmann,Jacobs,AGRI
62002CO0082,Order of the Court (First Chamber) of 27 February 2003,First Chamber,  Agence maritime Lalemant NV v Malzfabrik Tivoli GmbH; Malteurop GIE and Belgisch Interventie- en Restitutiebureau and Malzfabrik Tivoli GmbH v Belgisch Interventie- en Restitutiebureau,  Reference for a preliminary ruling: Hof van Cassatie - Belgium,  Article 104(3) of the Rules of Procedure - Agriculture - Export refunds - Conditions for payment - Leaving the geographical territory of the Community - Definition,  Case C-82/02,ECLI identifier: ECLI:EU:C:2003:122,12/03/2002,27/02/2003,Belgium,Rosas,Jacobs,AGRI
62001CO0151,Order of the Court (Second Chamber) of 30 January 2002,Second Chamber,  La Conqueste SCEA v Commission of the European Communities,Check EUR-LEX webpage,Check EUR-LEX webpage,  Case C-151/01 P,ECLI identifier: ECLI:EU:C:2002:62,06/04/2001,30/01/2002,France,Schintgen,Ruiz-Jarabo Colomer,AGRI
61999CO0208,Order of the Court (Sixth Chamber) of 27 November 2001,Sixth Chamber,  Portuguese Republic v Commission of the European Communities,Check EUR-LEX webpage,Check EUR-LEX webpage,  Case C-208/99,ECLI identifier: ECLI:EU:C:2001:638,01/06/1999,27/11/2001,Portugal,Puissochet,Tizzano,AGRI
62000CO0430,Order of the President of the Third Chamber of the Court of 13 November 2001,,  Anton Dürbeck GmbH v Commission of the European Communities,Check EUR-LEX webpage,Check EUR-LEX webpage,  Case C-430/00 P,ECLI identifier: ECLI:EU:C:2001:607,21/11/2000,13/11/2001,Germany,Cunha Rodrigues,Mischo,AGRI
62000CO0030,Order of the Court (First Chamber) of 11 October 2001,First Chamber,  William Hinton & Sons Ldª v Fazenda Pública,  Reference for a preliminary ruling: Supremo Tribunal Administrativo - Portugal,  Article 104(3) of the Rules of Procedure - Post-clearance recovery of import duties - Entry in the accounts of the import duties to be collected - Expiry of the time-limit for taking action for recovery - Article 254 of the Act of Accession of Spain and Portugal - Obligation incumbent on the Portuguese Republic to proceed; at its own costs; to the elimination of certain stocks of product,  Case C-30/00,ECLI identifier: ECLI:EU:C:2001:536,04/02/2000,11/10/2001,Portugal,Jann,Tizzano,AGRI
61999CO0351,Order of the Court (Second Chamber) of 28 June 2001,Second Chamber,  Eridania SpA and Others v Council of the European Union,Check EUR-LEX webpage,Check EUR-LEX webpage,  Case C-351/99 P,ECLI identifier: ECLI:EU:C:2001:363,22/09/1999,28/06/2001,Italy,Colneric,Mischo,AGRI
61999CO0352,Order of the Court (Second Chamber) of 28 June 2001,Second Chamber,  Eridania SpA and Others v Council of the European Union,Check EUR-LEX webpage,Check EUR-LEX webpage,  Case C-352/99 P,ECLI identifier: ECLI:EU:C:2001:364,22/09/1999,28/06/2001,Italy,Colneric,Mischo,AGRI
62000CO0345,Order of the Court (Fifth Chamber) of 10 May 2001,Fifth Chamber,  Fédération nationale d'agriculture biologique des régions de France (FNAB); Syndicat européen des transformateurs et disributeurs de produits de l'agriculture biologique (Setrab) and Est Distribution Biogam SARL v Council of the European Union,Check EUR-LEX webpage,Check EUR-LEX webpage,  Case C-345/00 P,ECLI identifier: ECLI:EU:C:2001:270,19/09/2000,10/05/2001,France,Edward,Stix-Hackl,AGRI
61999CO0307,Order of the Court of 2 May 2001,,  OGT Fruchthandelsgesellschaft mbH v Hauptzollamt Hamburg-St,Check EUR-LEX webpage,Check EUR-LEX webpage,  Case C-307/99,ECLI identifier: ECLI:EU:C:2001:228,13/08/1999,02/05/2001,Germany,Schintgen,Tizzano,AGRI
61999CO0300,Order of the Court (Fourth Chamber) of 1 February 2001,Fourth Chamber,  Area Cova SA and Others v Council of the European Union,Check EUR-LEX webpage,Check EUR-LEX webpage,  Joined cases C-300/99 P and C-388/99 P,ECLI identifier: ECLI:EU:C:2001:71,10/08/1999,01/02/2001,Spain,Timmermans,Jacobs,AGRI
61999CO0301,Order of the Court (Fourth Chamber) of 1 February 2001,Fourth Chamber,  Area Cova SA and Others v Council of the European Union; Commission of the European Communities,Check EUR-LEX webpage,Check EUR-LEX webpage,  Case C-301/99 P,ECLI identifier: ECLI:EU:C:2001:72,11/08/1999,01/02/2001,Spain,Timmermans,Jacobs,AGRI
61998CO0447,Order of the Court (Second Chamber) of 26 October 2000,Second Chamber,  Molkerei Großbraunshain GmbH and Bene Nahrungsmittel GmbH v Commission of the European Communities,Check EUR-LEX webpage,Check EUR-LEX webpage,  Case C-447/98 P,ECLI identifier: ECLI:EU:C:2000:586,07/12/1998,26/10/2000,Germany,Schintgen,Léger,AGRI
62000CO0300,Order of the President of the Court of 12 October 2000,,  Federación de Cofradías de Pescadores de Guipúzcoa and others v Council of the European Union and Commission of the European Communities,Check EUR-LEX webpage,Check EUR-LEX webpage,  Case C-300/00 P(R),ECLI identifier: ECLI:EU:C:2000:567,04/08/2000,12/10/2000,Spain,Rodríguez Iglesias,Alber,AGRI
61997CO0341,Order of the Court (Fifth Chamber) of 13 September 2000,Fifth Chamber,  Commission of the European Communities v Kingdom of the Netherlands,Check EUR-LEX webpage,Check EUR-LEX webpage,  Case C-341/97,ECLI identifier: ECLI:EU:C:2000:434,30/09/1997,13/09/2000,Netherlands,Wathelet,Cosmas,AGRI
61999CO0514,Order of the Court of 21 June 2000,,  French Republic v Commission of the European Communities,Check EUR-LEX webpage,Check EUR-LEX webpage,  Case C-514/99,ECLI identifier: ECLI:EU:C:2000:334,29/12/1999,21/06/2000,France,Sevón,Mischo,AGRI
61998CO0017,Order of the Court of 4 February 2000,,  Emesa Sugar (Free Zone) NV v Aruba,  Reference for a preliminary ruling: Arrondissementsrechtbank te 's-Gravenhage - Netherlands,  Procedure - Application for leave to submit observations in response to the Opinion of the Advocate General - Fundamental rights,  Case C-17/98,ECLI identifier: ECLI:EU:C:2000:69,23/01/1998,04/02/2000,Netherlands,Wathelet,Ruiz-Jarabo Colomer,AGRI
61998CO0295,Order of the Court of 11 January 2000,,  Italian Republic v Commission of the European Communities,Check EUR-LEX webpage,Check EUR-LEX webpage,  Case C-295/98,ECLI identifier: ECLI:EU:C:2000:4,28/07/1998,11/01/2000,Italy,Wathelet,Alber,AGRI
61999CO0249,Order of the Court (First Chamber) of 18 November 1999,First Chamber,  Pescados Congelados Jogamar SL v Commission of the European Communities,Check EUR-LEX webpage,Check EUR-LEX webpage,  Case C-249/99 P,ECLI identifier: ECLI:EU:C:1999:571,02/07/1999,18/11/1999,Spain,Jann,Léger,AGRI
61999CO0329,Order of the President of the Court of 18 November 1999,,  Pfizer Animal Health SA and Others v Commission of the European Communities and Others,Check EUR-LEX webpage,Check EUR-LEX webpage,  Case C-329/99 P (R),ECLI identifier: ECLI:EU:C:1999:572,01/09/1999,18/11/1999,Belgium; Sweden; Denmark; Finland,Rodríguez Iglesias,Jacobs,AGRI
61998CO0437,Order of the Court (First Chamber) of 14 October 1999,First Chamber,  Industria del Frio Auxiliar Conservera SA v Commission of the European Communities,Check EUR-LEX webpage,Check EUR-LEX webpage,  Case C-437/98 P,ECLI identifier: ECLI:EU:C:1999:503,03/12/1998,14/10/1999,Spain,Sevón,Jacobs,AGRI
61996CO0409(01),Order of the Court (Third Chamber) of 7 September 1999,Third Chamber,  Commission of the European Communities v Sveriges Betodlares Centralförening and Sven Åke Henrikson,Check EUR-LEX webpage,Check EUR-LEX webpage,  Case C-409/96 P-DEP,ECLI identifier: ECLI:EU:C:1999:389,08/05/1998,07/09/1999,Sweden,Puissochet,Mischo,AGRI
61998CO0364,Order of the President of the Court of 17 December 1998,,  Emesa Sugar (Free Zone) NV v Commission of the European Communities,Check EUR-LEX webpage,Check EUR-LEX webpage,  Case C-364/98 P (R),ECLI identifier: ECLI:EU:C:1998:629,09/10/1998,17/12/1998,Aruba; Provisional data,Rodríguez Iglesias,Ruiz-Jarabo Colomer,AGRI
61998CO0363,Order of the President of the Court of 17 December 1998,,  Emesa Sugar (Free Zone) NV v Commission of the European Communities,Check EUR-LEX webpage,Check EUR-LEX webpage,  Case C-363/98 P (R),ECLI identifier: ECLI:EU:C:1998:628,09/10/1998,17/12/1998,Provisional data; Aruba,Rodríguez Iglesias,Ruiz-Jarabo Colomer,AGRI
61998CO0151,Order of the President of the Court of 28 September 1998,,  Pharos SA v Commission of the European Communities,Check EUR-LEX webpage,Check EUR-LEX webpage,  Case C-151/98 P,ECLI identifier: ECLI:EU:C:1998:440,28/07/1998,28/09/1998,Belgium,Sevón,Mischo,AGRI
61997CO0317(02),Order of the Court (Fourth Chamber) of 9 July 1998,Fourth Chamber,  Smanor SA; Hubert Ségaud and Monique Ségaud v Commission of the European Communities,Check EUR-LEX webpage,Check EUR-LEX webpage,  Case C-317/97 P,ECLI identifier: ECLI:EU:C:1998:346,15/09/1997,09/07/1998,France,Ioannou,Saggio,AGRI
61998CO0043,Order of the President of the Court of 15 April 1998,,  Camar Srl v Commission of the European Communities and Council of the European Union,Check EUR-LEX webpage,Check EUR-LEX webpage,  Case C-43/98 P (R),ECLI identifier: ECLI:EU:C:1998:166,20/02/1998,15/04/1998,Italy,Rodríguez Iglesias,Mischo,AGRI
61996CO0409,Order of the Court (Third Chamber) of 18 December 1997,Third Chamber,  Sveriges Betodlares Centralförening and Sven Åke Henrikson v Commission of the European Communities,Check EUR-LEX webpage,Check EUR-LEX webpage,  Case C-409/96 P,ECLI identifier: ECLI:EU:C:1997:635,23/12/1996,18/12/1997,Sweden,Puissochet,Mischo,AGRI
61997CO0180,Order of the Court of 1 October 1997,,  Regione Toscana v Commission of the European Communities,Check EUR-LEX webpage,Check EUR-LEX webpage,  Case C-180/97,ECLI identifier: ECLI:EU:C:1997:451,01/04/1997,01/10/1997,Italy,Puissochet,Lenz,AGRI
61997CO0110,Order of the President of the Court of 21 March 1997,,  Kingdom of the Netherlands v Council of the European Union,Check EUR-LEX webpage,Check EUR-LEX webpage,  Case C-110/97 R,ECLI identifier: ECLI:EU:C:1997:185,17/03/1997,21/03/1997,Netherlands,Murray,Lenz,AGRI
61995CO0051,Order of the Court of 5 February 1997,,  Unifruit Hellas EPE v Commission of the European Communities,Check EUR-LEX webpage,Check EUR-LEX webpage,  Case C-51/95 P,ECLI identifier: ECLI:EU:C:1997:53,25/02/1995,05/02/1997,Greece,Hirsch,La Pergola,AGRI
61996CO0393,Order of the President of the Court of 29 January 1997,,  J, Antonissen v Commission of the European Communities and Council of the European Union,  Appeal - Order of the President of the Court of First Instance on an application for interim measures - Payment by way of advance - Provisional nature,  Case C-393/96 P (R),ECLI identifier: ECLI:EU:C:1997:42,05/12/1996,29/01/1997,Netherlands,,Tesauro,AGRI
61995CO0293,Order of the Court (Fourth Chamber) of 28 November 1996,Fourth Chamber,  Odigitria AAE v Council of the European Union and Commission of the European Communities,Check EUR-LEX webpage,Check EUR-LEX webpage,  Case C-293/95 P,ECLI identifier: ECLI:EU:C:1996:457,08/09/1995,28/11/1996,Greece,Kapteyn,Elmer,AGRI
61996CO0180,Order of the Court of 12 July 1996,,  United Kingdom of Great Britain and Northern Ireland v Commission of the European Communities,Check EUR-LEX webpage,Check EUR-LEX webpage,  Case C-180/96 R,ECLI identifier: ECLI:EU:C:1996:308,24/05/1996,12/07/1996,United Kingdom,Sevón,Tesauro,AGRI
61995CO0010,Order of the Court (Second Chamber) of 23 November 1995,Second Chamber,  Asociación Española de Empresas de la Carne (Asocarne) v Council of the European Union,Check EUR-LEX webpage,Check EUR-LEX webpage,  Case C-10/95 P,ECLI identifier: ECLI:EU:C:1995:406,12/01/1995,23/11/1995,Spain,Mancini,Fennelly,AGRI
61994CO0199,Order of the Court (Sixth Chamber) of 26 October 1995,Sixth Chamber,  Pesquería Vasco-Montañesa SA (Pevasa) and Compañia Internacional de Pesca y Derivados SA (Inpesca) v Commission of the European Communities,Check EUR-LEX webpage,Check EUR-LEX webpage,  Joined cases C-199/94 P and C-200/94 P,ECLI identifier: ECLI:EU:C:1995:360,08/07/1994,26/10/1995,Spain,Mancini,Lenz,AGRI
61995CO0012,Order of the President of the Court of 7 March 1995,,  Transacciones Marítimas SA (TRAMASA); Makuspesca SA and Recursos Marinos SA v Commission of the European Communities,Check EUR-LEX webpage,Check EUR-LEX webpage,  Case C-12/95 P,ECLI identifier: ECLI:EU:C:1995:62,16/01/1995,07/03/1995,Spain,,,AGRI
61991CO0249,Order of the President of the Court of 4 March 1994,,  Commission of the European Communities v French Republic,Check EUR-LEX webpage,Check EUR-LEX webpage,  Case C-249/91,ECLI identifier: ECLI:EU:C:1994:83,04/10/1991,04/03/1994,France,Edward,Lenz,AGRI
61993CO0107(01),Order of the President of the Court of 16 July 1993,,  Asociación Española de Fabricantes de Margarina v Commission of the European Communities,Check EUR-LEX webpage,Check EUR-LEX webpage,  Case C-107/93 R,ECLI identifier: ECLI:EU:C:1993:326,24/03/1993,16/07/1993,Spain,Murray,Darmon,AGRI
61993CO0296,Order of the President of the Court of 16 July 1993,,  French Republic v Commission of the European Communities,Check EUR-LEX webpage,Check EUR-LEX webpage,  Case C-296/93 R,ECLI identifier: ECLI:EU:C:1993:327,10/06/1993,16/07/1993,France,Moitinho de Almeida,Lenz,AGRI
61993CO0307,Order of the President of the Court of 16 July 1993,,  Ireland v Commission of the European Communities,Check EUR-LEX webpage,Check EUR-LEX webpage,  Case C-307/93 R,ECLI identifier: ECLI:EU:C:1993:328,13/06/1993,16/07/1993,Ireland,Moitinho de Almeida,Lenz,AGRI
61993CO0107,Order of the Court of 12 July 1993,,  Asociación Española de Fabricantes de Margarina v Commission of the European Communities,Check EUR-LEX webpage,Check EUR-LEX webpage,  Case C-107/93,ECLI identifier: ECLI:EU:C:1993:301,24/03/1993,12/07/1993,Spain,Murray,Darmon,AGRI
