source,subject
62010CO0020,Agreements; decisions and concerted practices
62010CO0020,Social Policy
62010CO0074,State aids
62010CO0074,Competition
62009CO0117,State aids
62009CO0117,Competition
62010CO0373,Competition
62010CO0373,Agreements; decisions and concerted practices
62009CO0032,Competition
62007CO0440,Non-contractual liability
62007CO0440,Concentrations between undertakings
62007CO0440,Agreements; decisions and concerted practices
62007CO0440,Competition
62003CO0012,Dominant position
62003CO0012,Agreements; decisions and concerted practices
62003CO0012,Competition
62009CO0113,Competition
62009CO0113,Agreements; decisions and concerted practices
62009CO0150,Competition
62009CO0150,State aids
62009CO0112,Competition
62007CO0506,Agreements; decisions and concerted practices
62007CO0506,Competition
62007CO0506,Exclusive agreements
62008CO0404,Competition
62008CO0129,Competition
62008CO0129,State aids
62008CO0159,Competition
62006CO0122(01),Energy
62006CO0122(01),Competition
62006CO0122(01),PROC
62006CO0122(01),Agreements; decisions and concerted practices
62007CO0501,State aids
62007CO0501,Competition
62007CO0500,State aids
62007CO0500,Competition
62007CO0468,Agreements; decisions and concerted practices
62007CO0468,Competition
62007CO0305,State aids
62007CO0305,Competition
62007CO0305,Agreements; decisions and concerted practices
62007CO0386,Competition
62007CO0386,Free movement of workers
62007CO0386,Agreements; decisions and concerted practices
62007CO0386,Right of establishment
62004CO0105,Agreements; decisions and concerted practices
62004CO0105,Competition
62004CO0105,Exclusive agreements
62007CO0107,Access to documents
62007CO0107,State aids
62007CO0107,Provisions governing the Institutions
62007CO0107,Competition
62007CO0012,State aids
62007CO0012,Competition
62007CO0012,Approximation of laws
62007CO0012,Freedom to provide services
62007CO0012,Right of establishment
62007CO0012,Agreements; decisions and concerted practices
62007CO0296,State aids
62007CO0296,Competition
62005CO0320,State aids
62005CO0320,Competition
62007CO0191,State aids
62007CO0191,Competition
62006CO0461,Competition
62006CO0188,Agreements; decisions and concerted practices
62006CO0188,Competition
62006CO0273,Agreements; decisions and concerted practices
62006CO0273,Exclusive agreements
62006CO0273,Competition
62006CO0130,Dominant position
62006CO0130,Agreements; decisions and concerted practices
62006CO0130,Competition
62004CO0110,Competition
62004CO0110,Transport
62004CO0110,Agreements; decisions and concerted practices
62004CO0111,Competition
62004CO0111,Transport
62004CO0111,Agreements; decisions and concerted practices
62004CO0336,Competition
62004CO0336,State aids
62005CO0171,Agreements; decisions and concerted practices
62005CO0171,Dominant position
62005CO0171,Competition
62005CO0171,Freedom to provide services
62002CO0186(01),Competition
62002CO0186(01),State aids
62004CO0367,Competition
62004CO0367,State aids
62003CO0552,Competition
62003CO0552,Exclusive agreements
62003CO0552,Agreements; decisions and concerted practices
62004CO0404,Competition
62004CO0404,State aids
62003CO0250,Competition
62003CO0250,Agreements; decisions and concerted practices
61995CO0286,Competition
61995CO0286,Dominant position
61995CO0286,Agreements; decisions and concerted practices
62004CO0007,Agreements; decisions and concerted practices
62004CO0007,Competition
62003CO0438,Principles; objectives and tasks of the Treaties
62003CO0438,Competition
62002CO0164,Competition
62002CO0164,State aids
62002CO0204(01),Agreements; decisions and concerted practices
62002CO0204(01),Competition
62003CO0182,State aids
62003CO0182,Competition
62003CO0233,Agreements; decisions and concerted practices
62003CO0233,Concerted practices
62003CO0233,Competition
62001CO0297,Competition
62001CO0297,State aids
62002CO0075,Competition
62002CO0075,State aids
62002CO0186,Competition
62002CO0186,State aids
62001CO0445,Agreements; decisions and concerted practices
62001CO0445,Right of establishment
62001CO0445,Competition
62001CO0445,Free movement of workers
62001CO0321,Accession
62001CO0321,Competition
62001CO0321,State aids
62002CO0232,State aids
62002CO0232,Competition
62002CO0190,Free movement of goods
62002CO0190,Competition
62000CO0323,Competition
62000CO0323,State aids
62000CO0323,ECSC matters
62000CO0323,Steel industry
62001CO0481,Competition
62001CO0481,Dominant position
62001CO0481,Agreements; decisions and concerted practices
62001CO0480,Competition
62001CO0480,Agreements; decisions and concerted practices
62001CO0477,Non-discrimination on grounds of nationality
62001CO0477,Agreements; decisions and concerted practices
62001CO0477,Competition
62001CO0477,anti-discrimination
62000CO0241,Agreements; decisions and concerted practices
62000CO0241,Dominant position
62000CO0241,Competition
62001CO0001,Competition
62001CO0001,Agreements; decisions and concerted practices
61999CO0497,Dominant position
61999CO0497,Competition
62000CO0341,Competition
62000CO0341,Transport
62001CO0007,Agreements; decisions and concerted practices
62001CO0007,Competition
61999CO0111,Competition
61999CO0111,State aids
62000CO0039,Competition
62000CO0039,Exclusive agreements
62000CO0039,Agreements; decisions and concerted practices
62000CO0044,Agreements; decisions and concerted practices
62000CO0044,Competition
62000CO0044,Exclusive agreements
62000CO0361,Agreements; decisions and concerted practices
62000CO0361,Transport
62000CO0361,Competition
62000CO0278,Competition
62000CO0278,State aids
62000CO0116,Waste
62000CO0116,Competition
62000CO0116,Approximation of laws
62000CO0116,Agreements; decisions and concerted practices
62000CO0116,Free movement of goods
62000CO0116,Dominant position
62000CO0116,Environment
62000CO0116,Quantitative restrictions
62000CO0116,Measures having equivalent effect
61998CO0428,Dominant position
61998CO0428,Agreements; decisions and concerted practices
61998CO0428,Competition
61998CO0291,Competition
61998CO0291,Concerted practices
61998CO0291,Agreements; decisions and concerted practices
61999CO0335,Competition
61999CO0335,Agreements; decisions and concerted practices
61999CO0364,Agreements; decisions and concerted practices
61999CO0364,Transport
61999CO0364,Competition
61997CO0436,Transport
61997CO0436,Competition
61997CO0436,Dominant position
61997CO0436,Agreements; decisions and concerted practices
61998CO0153,Agreements; decisions and concerted practices
61998CO0153,Competition
61998CO0154,Agreements; decisions and concerted practices
61998CO0154,Competition
61997CO0128,Competition
61997CO0128,Intellectual; industrial and commercial property
61997CO0128,Free movement of goods
61997CO0128,Dominant position
61997CO0128,Agreements; decisions and concerted practices
61997CO0128,Quantitative restrictions
61997CO0128,Measures having equivalent effect
61997CO0174,State aids
61997CO0174,Competition
61997CO0196,Competition
61997CO0196,Agreements; decisions and concerted practices
61997CO0055,Competition
61997CO0055,State aids
61996CO0059,Competition
61996CO0059,Intellectual; industrial and commercial property
61996CO0059,Agreements; decisions and concerted practices
61997CO0066,Competition
61997CO0066,State aids
61997CO0066,Freedom to provide services
61997CO0151,Prices
61997CO0151,Competition
61997CO0151,Fuels
61997CO0151,ECSC matters
61997CO0151,Agreements and concentrations
61997CO0089,State aids
61997CO0089,Steel industry
61997CO0089,Competition
61997CO0089,ECSC matters
61997CO0095,Competition
61997CO0095,State aids
61996CO0046,Competition
61996CO0046,State aids
61996CO0268,Competition
61996CO0268,Agreements; decisions and concerted practices
61996CO0148,Competition
61996CO0148,Dominant position
61996CO0148,Agreements; decisions and concerted practices
61995CO0399,Competition
61995CO0399,State aids
61995CO0137,Agreements; decisions and concerted practices
61995CO0137,Concerted practices
61995CO0137,Competition
61996CO0002,Free movement of workers
61996CO0002,Competition
61996CO0002,Dominant position
61996CO0002,Freedom to provide services
61996CO0002,Agreements; decisions and concerted practices
61995CO0326,Competition
61995CO0326,State aids
61995CO0326,Freedom to provide services
61995CO0149,Transport
61995CO0149,Competition
61995CO0149,Agreements; decisions and concerted practices
61994CO0167,Competition
61994CO0167,Dominant position
61994CO0167,Free movement of goods
61994CO0167,Agreements; decisions and concerted practices
61994CO0167,Quantitative restrictions
61994CO0167,State monopolies of a commercial character
61993CO0458,Customs Union
61993CO0458,State monopolies of a commercial character
61993CO0458,Quantitative restrictions
61993CO0458,Agreements; decisions and concerted practices
61993CO0458,Free movement of goods
61993CO0458,Competition
61993CO0458,Charges having an equivalent effect
61992CO0222(01),Competition
61992CO0222(01),State aids
61990CO0294,State aids
61990CO0294,Competition
61993CO0378,Dominant position
61993CO0378,Agreements; decisions and concerted practices
61993CO0378,Intellectual; industrial and commercial property
61993CO0378,Competition
61993CO0378,Exclusive agreements
61993CO0428,Competition
61993CO0428,Quantitative restrictions
61993CO0428,Measures having equivalent effect
61993CO0428,Free movement of goods
61993CO0428,External relations
61993CO0428,Commercial policy
61993CO0428,Agreements; decisions and concerted practices
61985CO0089(04),Concerted practices
61985CO0089(04),Competition
61985CO0089(04),Agreements; decisions and concerted practices
61992CO0424,Right of establishment
61992CO0424,Agreements; decisions and concerted practices
61992CO0424,Dominant position
61992CO0424,Freedom to provide services
61992CO0424,Concerted practices
61992CO0424,Competition
61992CO0424,State aids
61992CO0386,Free movement of goods
61992CO0386,External relations
61992CO0386,Agreements; decisions and concerted practices
61992CO0386,Commercial policy
61992CO0386,Quantitative restrictions
61992CO0386,Competition
61992CO0386,Measures having equivalent effect
61992CO0157,Agreements; decisions and concerted practices
61992CO0157,Dominant position
61992CO0157,Free movement of goods
61992CO0157,Competition
61992CO0157,Taxation
61992CO0157,Concerted practices
61992CO0157,State monopolies of a commercial character
61992CO0157,Quantitative restrictions
61992CO0157,Measures having equivalent effect
61992CO0102,Competition
61992CO0102,State aids
61992CO0295(01),Competition
61992CO0295(01),State aids
61992CO0295,Competition
61992CO0295,State aids
61991CO0225,Competition
61991CO0225,State aids
61991CO0232,Tobacco
61991CO0232,Agreements; decisions and concerted practices
61991CO0232,Dominant position
61991CO0232,Agriculture and Fisheries
61991CO0232,Competition
61990CO0066,Dominant position
61990CO0066,Agreements; decisions and concerted practices
61990CO0066,Competition
61990CO0313,Competition
61990CO0313,State aids
61990CO0356,State aids
61990CO0356,Competition
61990CO0372,Agreements; decisions and concerted practices
61990CO0372,Competition
61990CO0372,Concerted practices
61990CO0072,Competition
61990CO0072,Agreements; decisions and concerted practices
61990CO0072,Free movement of goods
61990CO0072,Quantitative restrictions
61990CO0072,Measures having equivalent effect
61989CO0056,Agreements; decisions and concerted practices
61989CO0056,Competition
61989CO0076,Competition
61989CO0076,Intellectual; industrial and commercial property
61989CO0076,Agreements; decisions and concerted practices
61988CO0303,State aids
61988CO0303,Competition
61987CO0085,Competition
61987CO0085,Concerted practices
61987CO0085,Agreements; decisions and concerted practices
61987CO0142,State aids
61987CO0142,Competition
61987CO0046,Agreements; decisions and concerted practices
61987CO0046,Competition
61987CO0046,Concerted practices
61986CO0213,Concerted practices
61986CO0213,Competition
61986CO0213,Agreements; decisions and concerted practices
61984CO0142,Dominant position
61984CO0142,Agreements; decisions and concerted practices
61984CO0142,Competition
61986CO0057,Competition
61986CO0057,State aids
61986CO0062,Competition
61986CO0062,Agreements; decisions and concerted practices
61986CO0062,Dominant position
61985CO0310,State aids
61985CO0310,Competition
61982CO0318,Competition
61982CO0318,State aids
61984CO0248,Competition
61984CO0248,State aids
61985CO0067,Agriculture and Fisheries
61985CO0067,Competition
61985CO0067,State aids
61983CO0171,Competition
61983CO0171,State aids
61983CO0114,Accession
61983CO0114,Potatoes
61983CO0114,Competition
61983CO0114,Protective measures
61983CO0114,Agriculture and Fisheries
61982CO0260,Agreements; decisions and concerted practices
61982CO0260,Tobacco
61982CO0260,Competition
61982CO0260,Agriculture and Fisheries
61982CO0228,Agreements; decisions and concerted practices
61982CO0228,Competition
61982CO0229,Agreements; decisions and concerted practices
61982CO0229,Competition
61982CO0086,Competition
61982CO0086,Agreements; decisions and concerted practices
61982CO0107(01),Competition
61982CO0107(01),Agreements; decisions and concerted practices
61981CO0046,Competition
61981CO0046,Agreements; decisions and concerted practices
61979CO0792,Competition
61979CO0792,Agreements; decisions and concerted practices
61970CO0040,Competition
61970CO0040,Intellectual; industrial and commercial property
62015CO0281,judicial cooperation in civil matters
62015CO0281,Closer cooperation
62017CO0142,Social Policy
62017CO0142,Charter of Fundamental Rights
62017CO0131,Fundamental rights
62017CO0131,Charter of Fundamental Rights
62017CO0333,Charter of Fundamental Rights
62017CO0333,Fundamental rights
62017CO0177,Fundamental rights
62017CO0177,Principles; objectives and tasks of the Treaties
62017CO0177,judicial cooperation in civil matters
62017CO0177,judicial cooperation in criminal matters
62017CO0177,Charter of Fundamental Rights
62017CO0177,area of freedom; security and justice
62015CO0473,anti-discrimination
62015CO0473,Charter of Fundamental Rights
62015CO0473,Fundamental rights
62016CO0508,Fundamental rights
62016CO0508,Data protection
62016CO0508,Charter of Fundamental Rights
62016CO0508,Approximation of laws
62016CO0321,Fundamental rights
62016CO0321,Charter of Fundamental Rights
62015CO0526,Charter of Fundamental Rights
62015CO0526,Fundamental rights
62015CO0526,Right of establishment
62015CO0526,Freedom to provide services
62015CO0456,Fundamental rights
62015CO0456,Pollution
62015CO0456,Environment
62015CO0456,Provisions governing the Institutions
62015CO0456,Charter of Fundamental Rights
62015CO0456,Acts of the institutions
62014CO0502,Charter of Fundamental Rights
62014CO0502,Acts of the institutions
62014CO0502,Environment
62014CO0502,Provisions governing the Institutions
62014CO0502,Pollution
62014CO0502,Fundamental rights
62016CO0050,Principles; objectives and tasks of the Treaties
62016CO0050,Fundamental rights
62016CO0050,Charter of Fundamental Rights
62015CO0328,Social Policy
62015CO0328,Principles; objectives and tasks of the Treaties
62015CO0328,Fundamental rights
62015CO0328,Charter of Fundamental Rights
62015CO0319,Charter of Fundamental Rights
62015CO0319,Fundamental rights
62015CO0319,Common foreign and security policy
62015CO0319,European Convention on Human Rights
